"CVE","analfabeta","sin_primaria","sin_drenaje","sin_electricidad","sin_agua_entubada","con_hacinamiento","con_piso_tierra","habitantes_5000","salarios_minimos"
30129,20.78,40.7,2.92,5.33,17.84,40.75,26.35,39.86,65.76
30130,18.66,43.48,6.2,3.39,38.89,41.96,15.04,77.84,66.43
30131,4.07,13.5,0.26,1.02,14.04,33.98,6.24,4.17,21.78
30132,14.28,36.01,1.61,1.85,15.5,57.35,7.39,46.07,66.77
30133,5.28,20.7,1.17,1.81,19.88,46.41,8.18,9.28,42.38
30134,9.57,34.28,5.45,1.36,1.5,31.24,8.75,71.45,56.26
30135,13.92,32.46,1.57,6.9,29.64,60.52,35.21,11.88,66.72
30136,8.56,24.33,1.14,0.66,1.62,51.42,4.65,100,46.86
30137,32.07,51.67,3.13,7.64,39.81,62.94,21.71,100,82.61
30138,3.73,12,0.26,0.42,0.52,33.94,2.01,0.06,41
30139,18.17,42.96,5.48,3.48,19.5,33.63,3.81,100,60.52
30140,20.76,47.75,8.88,3.06,17.75,74.44,15.58,100,72.73
30141,19.76,41.15,2.94,3.33,4.37,41.07,27.94,57.56,64.18
30142,16.22,42.89,5.14,3.99,39.52,43.19,14.69,100,67.51
30143,22.4,43.43,5.03,5.55,12.05,41.37,14.79,72.6,67.68
30144,17.34,38.54,4.11,4.73,29.98,48.49,14.86,56.28,69.34
30145,10.76,28.42,1.38,2.99,24.87,40.39,7.77,59.53,48.69
30146,12.88,43.04,7.11,3.89,2.89,53.41,22.64,100,74.7
30147,36.31,57.6,1.93,0.92,6.41,74.4,44.56,100,88.49
30148,13.26,40.28,5.63,1.86,6.44,41.26,10.56,54.1,54.55
30149,37.37,56.81,23.21,7.8,3.99,61.35,26.99,84.3,85.32
30150,12.91,34.61,1.24,5.93,30.7,45.63,27.13,55.23,67.22
30151,12.67,38.09,3.06,3.91,63.57,36.18,15.06,78.44,71.28
30152,8.88,35.12,2.2,13.17,49.71,40.92,10.6,100,63.22
30153,18.04,37.8,2.63,3.47,7.55,38.94,27.6,100,70.35
30154,13.96,41.96,1.36,4.97,32.26,39.13,34.13,100,72.38
30155,14.16,34.56,1.72,16.79,63.17,48.71,14.09,69.94,69.27
30156,24.26,53.08,5.3,5.46,24.14,66.5,6.38,100,75.6
30157,15.3,33.23,1.15,2.2,55.29,41.88,31.45,100,76.85
30158,11.87,33.2,2.09,5.97,67.29,40.88,13.73,100,65.65
30159,56.55,66.35,11.71,3.75,58.26,83.24,41.28,100,80.8
30160,11.22,31.04,1.16,2.7,53.16,43.91,31.17,75.92,67.24
30161,17.64,40.97,2.58,8.19,19.02,43.24,29.01,64.17,70.67
30162,19.31,46.33,16.35,6.19,17.36,46.46,3.78,100,85.38
30163,18.33,48.45,3.2,9.22,12.16,54.3,9.82,100,85.05
30164,10.93,33.73,1.51,1.1,0.3,42.36,17.04,38.95,63.91
30165,15.15,47.45,6.12,5.54,72.98,54.84,11.63,100,90.18
30166,24.64,53.92,1.42,1.29,2.27,42.18,5.42,100,72.48
30167,13.12,34.87,1.57,5.24,8.34,48.37,49.5,62.97,77.15
30168,30.15,54.66,6.81,6.65,27.55,66.17,25.67,100,77.1
30169,17.18,42.1,6,1.63,39.39,39.4,9.59,71.86,68
30170,39.91,58.03,2.6,11.54,60.44,58.03,19.08,100,80.94
30171,30.4,49.6,1.52,7.98,12.75,62,12.52,100,79.06
30172,15.35,38.16,6.33,6.2,63.57,46.12,12.29,52.2,72.83
30173,17.3,42.97,4.86,6.62,65.26,49.2,6.24,89.78,79.79
30174,11.44,30.76,4.64,2.36,24.88,38.6,15.37,49.17,48.22
30175,10.59,27.75,1.14,3.99,74.86,47.66,24.06,61.98,51.63
30176,16.34,36.76,8.03,3.69,24.46,36.91,10.35,100,67.26
30177,17.35,42.48,3.88,2.73,17.84,63.75,5.79,100,76.01
30178,14.55,33.82,5.98,4.47,34.32,33.42,8.33,42.79,54.21
30179,10.16,35.96,10.47,4.37,6.71,44.7,3.18,100,80.84
30180,29.17,49.73,2.78,17.23,41.72,44.25,13.34,100,85.16
30181,14.69,39.25,7.28,3.06,44.87,36.17,13.14,76.33,51.08
30182,11.79,30.79,1.35,1.27,4.65,57.6,12.48,62.52,50.91
30183,12.64,32.99,0.95,1.63,7.32,50.34,18.2,39.16,61.16
30184,35.92,56.44,1.04,3.44,7.98,54.7,38.44,100,84.18
30185,16.57,36.56,2.12,2.81,10.57,60.3,20.06,100,56.39
30186,11.21,31.56,1.66,2.61,0.53,34.44,4.92,100,64.6
30187,16.3,45.41,2.26,3.22,10.04,65.78,14.78,100,80.18
30188,17.17,44.06,5.14,3.59,7.68,48.09,21.23,100,78.12
30189,5.52,18.71,0.75,1.98,32.81,35.77,11.41,24.37,41.47
30190,19.62,39.5,2.85,1.47,53.71,21.71,5.52,100,68.75
30191,6.53,25.53,0.84,0.26,3.23,25.49,2.33,49.98,44.44
30192,11.61,35.73,3.39,2.59,7.82,36.72,4.64,31.53,57.85
30193,3.22,13.1,0.31,0.37,2.85,29.95,3.88,11.69,27.08
30194,14.72,40.58,2.66,2.5,1.51,64.09,8.8,100,70.76
30195,30.23,50,5.37,5.97,8.96,68.77,37.62,100,85.99
30196,9.44,31.99,5.75,1.54,18.25,32.37,5.77,67.94,58.16
30197,19.79,45.4,3.88,3.78,33.7,44.57,20.84,100,82.94
30198,27.96,51.75,3.5,21.24,39.29,48.29,9.34,100,86.48
30199,15.02,37.17,7.24,2.57,19.79,61.1,19.5,10.08,49.61
30200,10.92,41.36,13.23,2.92,20.2,39,11.13,100,87.02
30201,27.04,47.05,1.46,7.94,35.57,58.04,11.98,83.6,73.88
30202,32.1,53.32,8.1,16.22,37.04,61.87,17.84,100,88.03
30203,28.2,48.93,12.78,20.61,52.06,60.62,16.22,100,86.76
30204,6.95,21.98,1.7,1.64,45.32,37.74,4.98,21.58,34.72
30205,10.11,28.95,1.59,3.15,5.3,37.55,12.07,55.78,59.08
30206,3.71,15.94,0.38,0.9,6.52,32.33,2.47,6.66,22.93
30207,13.27,33.74,6.47,1.7,42.69,38.54,14.32,61.64,61.81
30208,11.33,31.17,3.38,0.83,25.61,27.17,4.12,21.47,43.72
30209,28.25,48.98,11.1,2.89,0.81,54.8,12.46,42.93,78.65
30210,17.82,43.53,4.21,6.57,24.03,54.64,31.98,100,77.67
30211,9.93,28.94,1.8,1.4,33.07,35.4,11.29,77.75,62.73
30212,26.03,51.02,2.18,3.25,66.26,42.49,13.05,100,85.81
31001,17.39,45.05,18.27,2.61,0.73,57.1,3.07,100,62.77
31002,11.26,28.89,12.36,1.38,0.1,53.05,2.28,28.49,51.34
31003,15.15,41.73,10.71,1.72,0.65,58.79,5.79,1.8,67.8
31004,9.86,30.71,15.39,0.44,4.27,45.57,1.72,100,69.75
31005,14.41,37.03,11.51,1.37,1.95,46.7,2.2,100,64.36
31006,15.96,42.77,17.57,3.19,3.25,49.13,1.8,12.99,75.25
31007,13.15,34.63,4.77,0.52,1.28,46.61,0.81,0.35,54.31
31008,15.69,43.73,11.78,2.53,0.69,53.51,3.01,100,79.76
31009,13.29,34.88,18.91,0.79,4.93,44.06,1.81,100,69.6
31010,26.69,48.71,25.14,5.67,2.08,65.09,4.99,100,83.55
31011,9.66,41.6,12.61,3.75,1.77,54.92,8.14,0.31,61.85
31012,15.7,43.49,10.64,3.67,0.49,40.98,1.91,100,83.87
31013,7.76,24.6,8.53,0.85,6.49,44.08,0.55,21.55,44.78
31014,21.81,40.8,19.65,3.64,1.13,61.52,6.21,100,70.1
31015,13.32,37.66,33.22,1.74,2,53.68,2.42,100,61.26
31016,22.51,43.16,32.29,2.77,0.57,63.75,2.92,100,79.39
31017,20.56,42.67,35.8,5.66,1.14,64.23,3.38,100,86.74
31018,15.77,39.28,24.11,1.17,1.79,54.95,1.09,100,79
31019,28.1,51.77,57.68,7.98,2.37,71.93,4.44,40.05,70.25
31020,9.9,26.99,13.7,1.35,0.86,50.66,1.6,100,50.49
31021,22.2,40.8,33.84,8.82,2.24,69.31,5.77,30.48,74.03
31022,21.55,41.28,34.52,9.77,0.84,70.92,2.6,100,91.87
31023,12.88,31.08,24.6,0.71,1.35,45.57,0.98,100,55.01
31024,23.91,46.07,4.51,1.4,0.41,56.33,1.84,100,80.58
31025,10.53,35.05,12.15,1.18,0.04,58.28,4.42,100,82.72
31026,16.88,36.88,6.94,0.6,17.07,41.14,0.66,100,64.44
31027,8.31,26.68,10.2,1.33,19.56,41.34,0.77,9.1,64.84
31028,5.17,27.34,2.45,2.54,3.03,47.42,0.29,100,68.26
31029,10.44,38.11,4.93,0.98,7.68,42.92,0.84,0.51,61.15
31030,22.16,44.86,18.36,5.1,0.48,63.42,9.78,100,74.16
31031,20.26,46.44,46.75,2.5,4.31,52.67,2.62,100,84.72
31032,18.83,45.89,32.32,6.75,0.77,65.18,11.12,25.82,79.13
31033,17.69,39.21,35.96,1.11,9.29,59.24,4.43,50.65,70.11
31034,19.15,42.45,10.37,1.18,0.28,56.01,4.23,100,62.49
31035,19.59,43.64,23.46,1.12,0.12,51.23,4.28,100,69.89
31036,17.45,35.85,23.78,1.5,2.54,58.25,5.03,15.31,73.56
31037,16.58,41.79,42.95,2.16,0.48,49.62,3.38,100,74.86
31038,13.46,33.85,33.13,0.99,10.93,57.09,2.1,18.94,67.17
31039,8.3,32.1,17.84,0.45,3.9,54.58,0.95,100,61.75
31040,17.1,34.27,9.71,1.14,0.64,51.82,2.07,37.66,67.04
31041,7.28,22.24,5.36,1.1,3.09,44.97,1.89,1.87,44.31
31042,20.8,39.5,19.95,1.93,1.06,54.33,1.46,100,61.58
31043,18.15,43.87,49.08,6.69,0.91,64.94,6.49,100,76.83
31044,15.3,37.3,38.59,0.67,4.88,56.31,0.98,4.02,73.76
31045,10.17,31.45,18.78,1.56,10.07,47.86,2.94,100,71.53
31046,17.8,45.92,1.98,0.76,2.98,53.51,3.88,100,78.6
31047,18.75,43.4,27.85,1.85,2.42,56.16,3.26,100,82.57
31048,15.78,35.91,35.48,1.73,3.18,57.75,6.37,41.85,65.1
31049,28.76,56.25,40.99,3.9,0.89,68.18,3.16,100,83.04
31050,3.27,13.32,2.96,0.58,1.3,29.93,0.76,4.85,41.24
31051,6.52,28.72,7.26,1.76,2.25,46.97,1.07,100,59.51
31052,11.44,33.13,23.49,1.18,3.6,48.8,2.37,31.6,60.06
31053,10.37,32.26,9.27,1.28,0.24,49.72,2.42,7.03,59.08
31054,11.78,35.58,14.68,0.95,1.13,45.21,2.23,100,68.75
31055,10.47,39.98,16.9,1.68,0.14,55.31,4.65,100,67.58
31056,17.58,41.12,16.73,3.26,1.88,53.66,5.92,21.24,72.25
31057,16.41,44.07,9.46,3.98,2.07,50.1,4.67,29.88,77.97
31058,16.03,39.15,14.39,5.12,0.65,58.61,12.26,17.96,73.02
31059,4.01,19.59,1.29,0.64,0.82,43.46,1.14,19.61,46.62
31060,21.62,43.84,13.91,3.29,0,52.14,6.37,100,82.53
31061,6.97,34.26,2.49,1.73,1.55,52.58,1.91,100,61.2
31062,13.68,35.91,25.89,2.14,0,50.56,2.68,100,62.48
31063,13.95,30.68,21.56,1.58,3.81,54.49,4.31,100,70.55
31064,16.86,36.5,13.71,0.87,0,56.01,0.87,100,67.46
31065,6.1,34.27,1.09,1.41,1.74,40.29,1.14,100,73.78
31066,17.75,40.43,25.28,1.74,0.29,52.04,1.36,100,76.51
31067,13.23,35.63,31.35,1.72,10.89,52.82,2.06,9.78,50.63
31068,12.65,35.25,10.1,1.22,4.23,43.75,1.8,100,72.61
31069,16.61,46.48,14.47,1.89,4.94,61,5.41,34.34,74.18
31070,10.42,29.86,11.14,3.14,2.06,51.81,4.02,100,76.18
31071,18.65,38.55,18.29,3.16,1.13,51.89,4.2,100,77.45
31072,9.1,35.37,19.5,0.27,0.32,45.1,0.59,100,71.43
31073,28,50.17,56.51,7.73,4.5,70.86,4.67,100,88.79
31074,14.22,34.41,25.72,1.2,0.25,46.67,1.23,100,67.9
31075,24.69,47.24,52.38,3.39,2.39,63.3,5.42,1.45,75.41
31076,15.87,41.21,40.58,3.09,1.59,59.96,3.93,43.62,59.15
31077,20.42,41.48,17.69,2.54,2.15,51.7,2.34,100,78.99
31078,14.7,36.62,9.67,1.15,3.55,48.25,1.83,100,69.28
31079,17.05,36.02,13.67,3.37,1.42,57.83,6.29,36.49,68.49
31080,17.42,52.53,13.81,0.88,0.56,62.53,1.89,0.51,70.94
31081,22.98,43.38,12.29,3.26,0.74,64.64,5.26,100,79.07
31082,9.63,29.12,13.56,1.18,20.92,34.49,0.37,100,67.86
31083,10.73,34.7,0.7,1.22,3.38,46.04,2.91,100,55.01
31084,16.37,43.53,7.88,1.3,3.48,56.08,3.01,8.48,79.84
31085,20.82,43.79,15.44,4,1.41,65.06,6.89,55.73,79.57
31086,22.7,46.66,6.88,2.09,10.29,44.48,1.22,100,73.64
31087,20.9,51.37,21.97,1.77,14.1,57.45,1.21,100,75.42
31088,19.58,40.36,7.42,2.13,9.72,51.3,2.45,100,69.17
31089,9.65,27.89,11.58,1.25,0.38,52.16,5.35,12.97,58.94
31090,21.5,48.12,27.02,1.43,0.4,61.92,1.37,100,57.21
31091,14.62,36.2,28.06,3.12,1.54,60.05,9.24,51.6,72.56
31092,23.11,44.3,41.2,8.5,0.78,68.68,4.57,100,79.28
31093,7.54,27.04,18.14,0.71,0.64,47.09,0.77,36.14,52.13
31094,23.3,40.78,38.98,3.21,0.74,60.69,1.96,100,85.88
31095,8.43,28.33,17.76,0.61,1.96,43.4,1.47,100,52.35
31096,15.4,39.08,17.81,3.55,2.69,55.01,9.63,35.78,69.78
31097,18.21,44.74,24.87,5.2,1.88,49.47,5.22,100,83.3
31098,16.28,39.34,18.61,2.97,1.35,61.87,9.31,28.86,81.38
31099,22.19,46.18,21.78,3.37,0.05,66.19,7.27,100,75.32
31100,9.58,36.93,5.75,1.57,20.03,41.18,0.64,100,58.98
31101,7.84,24.64,12.07,0.98,2.56,45.6,1.1,22.32,55.07
31102,14.56,29.66,21.7,4.14,2.18,56.24,8.41,34.01,52.46
31103,15.58,39.41,26.39,1.21,0.22,56.27,0.78,100,65.28
31104,21.04,44.16,54.81,8.69,2.47,63.37,4.63,100,79.23
31105,7.44,27.73,16.23,0.87,9.67,42.13,0.66,100,59.44
31106,11.82,34.44,14.6,2.31,8.05,47.34,0.98,100,73.73
32001,8.14,36.81,2.46,1.05,4.67,32.31,3.28,100,65.94
32002,7.51,37.21,12.42,2.03,9.65,36.73,2.72,100,58.84
32003,9.17,46.15,9.34,1.64,1.98,23.23,2.02,100,53.09
32004,6.23,32,6.41,2.34,4.64,27.91,3.04,100,61.73
32005,4.67,24.75,2.31,0.99,1.9,35.54,2.1,18.03,43.14
32006,5.08,22.17,8.76,1.35,1.18,35.59,2.98,25.16,61.21
32007,5.51,20.28,3.05,2.16,9.05,35.5,2.86,43.69,46.46
32008,6.28,28.9,4.37,1.58,0.88,44.19,10.58,30.37,48.33
32009,7.57,30.98,7.22,1.13,6.24,31.21,5.26,100,71.16
32010,4.57,21.4,6.09,1.16,3.28,34.5,2.94,40.75,49.78
32011,7.95,37.44,3.16,1.23,2.79,21.18,3.12,100,46.1
32012,8.68,29.21,23.05,2.96,5.56,50.14,3.81,100,38.44
32013,6.33,29.36,2.23,2.28,1.31,32.89,2.36,100,51.85
32014,6.3,33.86,11.96,1.18,7.65,36.69,3.59,74.27,77.94
32015,9.27,52.38,9.86,1.94,4.06,26.63,3.74,100,74.2
32016,9.07,36.67,9.97,1.3,3.84,40.47,3.89,100,68.03
32017,2.6,12.09,1.35,0.76,1.41,25,1.67,16.72,28.26
32018,7.82,36.08,4.38,1.14,6.73,30.66,3.03,100,55.86
32019,7.39,29.03,2.54,0.68,4.72,32.79,2.61,39.72,45.55
32020,5.23,27.76,2.29,0.45,1.31,24.43,1.9,25.25,53.66
32021,10.99,37.38,33.22,8.03,16.89,41.8,10.95,100,77.28
32022,3.86,24.51,4.86,1.03,1.09,36.01,4.06,24.88,59.45
32023,6.72,30.89,0.33,0.34,2.64,22.24,3.32,50.87,40.05
32024,5.95,24.36,4.2,1.44,5.43,43.07,3.5,49.84,51.25
32025,6.98,27.49,2.7,1.03,1.59,40.26,7.07,48.22,49.6
32026,10.37,34.83,16.56,3.77,31.06,43.62,6.73,100,65.94
32027,12.43,35.54,15.66,3.64,15.14,39.59,1.99,100,75.34
32028,8.69,41.21,15.56,1.24,14.97,34.26,3.69,100,56.73
32029,4.27,23.22,4.69,0.99,6.22,37.98,6.41,39.22,57.06
32030,6.32,36.45,1.87,0.83,1.63,26.17,0.4,100,55.24
32031,7.36,37.14,8.53,2.25,5.33,24.92,2.98,100,63.82
32032,2.62,21.69,1.63,0.26,0.9,29.66,1.15,42.56,34.88
32033,10.47,40.65,3.01,0.75,8.1,21.92,4.34,100,49.63
32034,7.46,32.71,4.24,1.02,6.25,28.37,3.3,40.71,51.17
32035,8.01,30.99,10.67,2.2,12.75,42.1,3.89,100,72.34
32036,6.94,25.99,7.72,1.45,3.41,42.87,5.43,48.82,50.78
32037,6.78,33.94,14.71,1.53,6.54,43.58,2.63,69.06,52.62
32038,11.11,30.59,23.5,2.83,25.76,40.97,4.79,91.97,57.49
32039,5.27,26.81,5.37,0.59,3.01,32.91,3.64,47.45,52.99
32040,6.34,29.36,13.85,1.49,4.22,44.95,4.24,76.61,77.61
32041,18.45,39.52,6.28,6.36,5.5,39.38,2.51,100,73.83
32042,5.14,26.03,10.73,1.22,7.26,34.54,4.58,64.53,56.32
32043,9.56,42.39,3.54,2.14,1.33,31.96,2.59,100,63.2
32044,8.06,31.9,5.63,0.51,4.79,34.08,4.81,53.26,58.97
32045,6.87,34.32,5.99,1.97,4.58,28.19,6.05,100,58.14
32046,7.46,44.35,7.57,0.84,3.46,28.14,2.67,100,61.25
32047,5.58,29.44,1.98,2.19,3.84,25.66,3.73,100,43.8
32048,6.2,28.02,5.51,2.1,9.89,31.44,3.46,35.68,53.4
32049,7.37,32.3,15.27,7.23,15.13,34.57,6.01,61.23,64.78
32050,4.87,26.88,3.11,0.26,1.49,39.94,1.55,100,52.26
32051,6.41,32.72,11.65,2.01,5.08,40.23,2.92,68.64,62.91
32052,4.45,22.68,7.87,1.58,9.68,40.97,4.23,64.23,48.85
32053,7.67,32.57,7.42,1.9,5.87,39.2,4.49,52.06,53.96
32054,10.08,30.34,9.83,2.19,5.56,44.58,3.37,100,72.33
32055,6.25,33.7,6.21,0.8,2.91,27.71,3.86,58.26,54.41
32056,2.14,11.3,0.78,0.56,0.9,20.76,1.08,6.63,27.96
32057,7.13,24.32,8.76,1.34,4.94,46.91,2.24,17.2,42.38
32058,7.36,37.17,4.36,1.35,6.19,30.13,6.62,100,59.47
